Date,Year,Month,Month_Name,Commodity,Region,District,SARIMA_Forecast,SARIMAX_Forecast,Blended_Forecast,Lower_95CI,Upper_95CI,Forecast_Month
2026-04-01,2026,4,Apr,Maize,Western,Mutukula,1225.0,1254.0,1242.0,1143.0,1341.0,Apr 2026
2026-05-01,2026,5,May,Maize,Western,Mutukula,1271.0,1302.0,1290.0,1187.0,1393.0,May 2026
2026-06-01,2026,6,Jun,Maize,Western,Mutukula,1234.0,1248.0,1242.0,1143.0,1341.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Western,Mutukula,1119.0,1131.0,1126.0,1036.0,1216.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Western,Mutukula,953.0,967.0,961.0,884.0,1038.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Western,Mutukula,884.0,915.0,903.0,831.0,975.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Western,Mutukula,1131.0,1174.0,1157.0,1064.0,1250.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Western,Mutukula,1200.0,1238.0,1223.0,1125.0,1321.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Western,Mutukula,1048.0,1082.0,1068.0,983.0,1153.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Northern,Gulu,896.0,914.0,907.0,834.0,980.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Northern,Gulu,870.0,901.0,889.0,818.0,960.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Northern,Gulu,1028.0,1068.0,1052.0,968.0,1136.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Northern,Gulu,1095.0,1110.0,1104.0,1016.0,1192.0,Apr 2026
2026-05-01,2026,5,May,Maize,Northern,Gulu,1153.0,1197.0,1179.0,1085.0,1273.0,May 2026
2026-06-01,2026,6,Jun,Maize,Northern,Gulu,1092.0,1117.0,1107.0,1018.0,1196.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Northern,Gulu,1019.0,1039.0,1031.0,949.0,1113.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Northern,Gulu,814.0,831.0,824.0,758.0,890.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Northern,Gulu,785.0,812.0,801.0,737.0,865.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Northern,Gulu,1010.0,1039.0,1027.0,945.0,1109.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Northern,Gulu,1046.0,1082.0,1068.0,983.0,1153.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Northern,Gulu,907.0,922.0,916.0,843.0,989.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Northern,Lira,886.0,908.0,899.0,827.0,971.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Northern,Lira,853.0,882.0,870.0,800.0,940.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Northern,Lira,1031.0,1071.0,1055.0,971.0,1139.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Northern,Lira,1075.0,1104.0,1092.0,1005.0,1179.0,Apr 2026
2026-05-01,2026,5,May,Maize,Northern,Lira,1113.0,1154.0,1138.0,1047.0,1229.0,May 2026
2026-06-01,2026,6,Jun,Maize,Northern,Lira,1065.0,1092.0,1081.0,995.0,1167.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Northern,Lira,986.0,1005.0,997.0,917.0,1077.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Northern,Lira,798.0,807.0,803.0,739.0,867.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Northern,Lira,769.0,785.0,779.0,717.0,841.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Northern,Lira,989.0,1014.0,1004.0,924.0,1084.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Northern,Lira,1021.0,1034.0,1029.0,947.0,1111.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Northern,Lira,888.0,897.0,893.0,822.0,964.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Northern,Kiryadongo,843.0,870.0,859.0,790.0,928.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Northern,Kiryadongo,830.0,847.0,840.0,773.0,907.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Northern,Kiryadongo,967.0,980.0,975.0,897.0,1053.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Northern,Kiryadongo,1040.0,1081.0,1065.0,980.0,1150.0,Apr 2026
2026-05-01,2026,5,May,Maize,Northern,Kiryadongo,1060.0,1076.0,1070.0,984.0,1156.0,May 2026
2026-06-01,2026,6,Jun,Maize,Northern,Kiryadongo,1018.0,1047.0,1035.0,952.0,1118.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Northern,Kiryadongo,944.0,971.0,960.0,883.0,1037.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Northern,Kiryadongo,771.0,783.0,778.0,716.0,840.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Northern,Kiryadongo,735.0,762.0,751.0,691.0,811.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Northern,Kiryadongo,960.0,977.0,970.0,892.0,1048.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Northern,Kiryadongo,1013.0,1048.0,1034.0,951.0,1117.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Northern,Kiryadongo,888.0,908.0,900.0,828.0,972.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Northern,Bweyale,842.0,873.0,861.0,792.0,930.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Northern,Bweyale,798.0,807.0,803.0,739.0,867.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Northern,Bweyale,959.0,987.0,976.0,898.0,1054.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Northern,Bweyale,1021.0,1045.0,1035.0,952.0,1118.0,Apr 2026
2026-05-01,2026,5,May,Maize,Northern,Bweyale,1042.0,1070.0,1059.0,974.0,1144.0,May 2026
2026-06-01,2026,6,Jun,Maize,Northern,Bweyale,967.0,983.0,977.0,899.0,1055.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Northern,Bweyale,903.0,922.0,914.0,841.0,987.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Northern,Bweyale,750.0,765.0,759.0,698.0,820.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Northern,Bweyale,709.0,719.0,715.0,658.0,772.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Northern,Bweyale,915.0,938.0,929.0,855.0,1003.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Northern,Bweyale,952.0,979.0,968.0,891.0,1045.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Northern,Bweyale,861.0,880.0,872.0,802.0,942.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Northern,Nwoya,842.0,876.0,862.0,793.0,931.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Northern,Nwoya,818.0,832.0,826.0,760.0,892.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Northern,Nwoya,995.0,1009.0,1003.0,923.0,1083.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Northern,Nwoya,1022.0,1055.0,1042.0,959.0,1125.0,Apr 2026
2026-05-01,2026,5,May,Maize,Northern,Nwoya,1088.0,1113.0,1103.0,1015.0,1191.0,May 2026
2026-06-01,2026,6,Jun,Maize,Northern,Nwoya,999.0,1028.0,1016.0,935.0,1097.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Northern,Nwoya,954.0,979.0,969.0,891.0,1047.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Northern,Nwoya,777.0,801.0,791.0,728.0,854.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Northern,Nwoya,743.0,768.0,758.0,697.0,819.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Northern,Nwoya,925.0,951.0,941.0,866.0,1016.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Northern,Nwoya,1012.0,1043.0,1031.0,949.0,1113.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Northern,Nwoya,874.0,889.0,883.0,812.0,954.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Northern,Alebtong,829.0,858.0,846.0,778.0,914.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Northern,Alebtong,804.0,827.0,818.0,753.0,883.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Northern,Alebtong,969.0,982.0,977.0,899.0,1055.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Northern,Alebtong,1011.0,1022.0,1018.0,937.0,1099.0,Apr 2026
2026-05-01,2026,5,May,Maize,Northern,Alebtong,1054.0,1089.0,1075.0,989.0,1161.0,May 2026
2026-06-01,2026,6,Jun,Maize,Northern,Alebtong,999.0,1020.0,1012.0,931.0,1093.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Northern,Alebtong,905.0,920.0,914.0,841.0,987.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Northern,Alebtong,770.0,790.0,782.0,719.0,845.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Northern,Alebtong,713.0,722.0,718.0,661.0,775.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Northern,Alebtong,913.0,926.0,921.0,847.0,995.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Northern,Alebtong,963.0,977.0,971.0,893.0,1049.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Northern,Alebtong,847.0,857.0,853.0,785.0,921.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Northern,Pader,802.0,830.0,819.0,753.0,885.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Northern,Pader,768.0,798.0,786.0,723.0,849.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Northern,Pader,941.0,959.0,952.0,876.0,1028.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Northern,Pader,981.0,1010.0,998.0,918.0,1078.0,Apr 2026
2026-05-01,2026,5,May,Maize,Northern,Pader,1039.0,1066.0,1055.0,971.0,1139.0,May 2026
2026-06-01,2026,6,Jun,Maize,Northern,Pader,983.0,1020.0,1005.0,925.0,1085.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Northern,Pader,907.0,928.0,920.0,846.0,994.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Northern,Pader,735.0,758.0,749.0,689.0,809.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Northern,Pader,722.0,730.0,727.0,669.0,785.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Northern,Pader,908.0,919.0,915.0,842.0,988.0,Oct 2026
2026-11-01,2026,11,Nov,Maize,Northern,Pader,972.0,994.0,985.0,906.0,1064.0,Nov 2026
2026-12-01,2026,12,Dec,Maize,Northern,Pader,823.0,836.0,831.0,765.0,897.0,Dec 2026
2026-01-01,2026,1,Jan,Maize,Northern,Kitgum,791.0,815.0,805.0,741.0,869.0,Jan 2026
2026-02-01,2026,2,Feb,Maize,Northern,Kitgum,782.0,799.0,792.0,729.0,855.0,Feb 2026
2026-03-01,2026,3,Mar,Maize,Northern,Kitgum,926.0,942.0,936.0,861.0,1011.0,Mar 2026
2026-04-01,2026,4,Apr,Maize,Northern,Kitgum,987.0,1016.0,1004.0,924.0,1084.0,Apr 2026
2026-05-01,2026,5,May,Maize,Northern,Kitgum,1030.0,1067.0,1052.0,968.0,1136.0,May 2026
2026-06-01,2026,6,Jun,Maize,Northern,Kitgum,945.0,978.0,965.0,888.0,1042.0,Jun 2026
2026-07-01,2026,7,Jul,Maize,Northern,Kitgum,874.0,887.0,882.0,811.0,953.0,Jul 2026
2026-08-01,2026,8,Aug,Maize,Northern,Kitgum,733.0,745.0,740.0,681.0,799.0,Aug 2026
2026-09-01,2026,9,Sep,Maize,Northern,Kitgum,696.0,718.0,709.0,652.0,766.0,Sep 2026
2026-10-01,2026,10,Oct,Maize,Northern,Kitgum,892.0,912.0,904.0,832.0,976.0,Oct 2026
